Role,Speed,Endpoint 1 Name,Endpoint 1 Type,Endpoint 1 Interface ID,Endpoint 1 Interface Name,Endpoint 1 IP,Endpoint 2 Name,Endpoint 2 Type,Endpoint 2 Interface ID,Endpoint 2 Interface Name,Endpoint 2 IP,Rack
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/27:0,10.0.23.18/31,sys001_005_055,Server,,nic-07,10.0.23.19/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/27:1,10.0.23.20/31,sys001_005_056,Server,,nic-07,10.0.23.21/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/28:0,10.0.23.22/31,sys001_005_057,Server,,nic-07,10.0.23.23/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/28:1,10.0.23.24/31,sys001_005_058,Server,,nic-07,10.0.23.25/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/29:0,10.0.23.26/31,sys001_005_059,Server,,nic-07,10.0.23.27/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/29:1,10.0.23.28/31,sys001_005_060,Server,,nic-07,10.0.23.29/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/30:0,10.0.23.30/31,sys001_005_061,Server,,nic-07,10.0.23.31/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_8,Leaf,,et-0/0/30:1,10.0.23.32/31,sys001_005_062,Server,,nic-07,10.0.23.33/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/0:0,10.0.23.34/31,sys001_006_001,Server,,nic-07,10.0.23.35/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/0:1,10.0.23.36/31,sys001_006_002,Server,,nic-07,10.0.23.37/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/1:0,10.0.23.38/31,sys001_006_003,Server,,nic-07,10.0.23.39/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/1:1,10.0.23.40/31,sys001_006_004,Server,,nic-07,10.0.23.41/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/2:0,10.0.23.42/31,sys001_006_005,Server,,nic-07,10.0.23.43/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/2:1,10.0.23.44/31,sys001_006_006,Server,,nic-07,10.0.23.45/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/3:0,10.0.23.46/31,sys001_006_007,Server,,nic-07,10.0.23.47/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/3:1,10.0.23.48/31,sys001_006_008,Server,,nic-07,10.0.23.49/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/4:0,10.0.23.50/31,sys001_006_009,Server,,nic-07,10.0.23.51/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/4:1,10.0.23.52/31,sys001_006_010,Server,,nic-07,10.0.23.53/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/5:0,10.0.23.54/31,sys001_006_011,Server,,nic-07,10.0.23.55/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/5:1,10.0.23.56/31,sys001_006_012,Server,,nic-07,10.0.23.57/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/6:0,10.0.23.58/31,sys001_006_013,Server,,nic-07,10.0.23.59/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/6:1,10.0.23.60/31,sys001_006_014,Server,,nic-07,10.0.23.61/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/7:0,10.0.23.62/31,sys001_006_015,Server,,nic-07,10.0.23.63/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/7:1,10.0.23.64/31,sys001_006_016,Server,,nic-07,10.0.23.65/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/8:0,10.0.23.66/31,sys001_006_017,Server,,nic-07,10.0.23.67/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/8:1,10.0.23.68/31,sys001_006_018,Server,,nic-07,10.0.23.69/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/9:0,10.0.23.70/31,sys001_006_019,Server,,nic-07,10.0.23.71/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/9:1,10.0.23.72/31,sys001_006_020,Server,,nic-07,10.0.23.73/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/10:0,10.0.23.74/31,sys001_006_021,Server,,nic-07,10.0.23.75/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/10:1,10.0.23.76/31,sys001_006_022,Server,,nic-07,10.0.23.77/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/11:0,10.0.23.78/31,sys001_006_023,Server,,nic-07,10.0.23.79/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/11:1,10.0.23.80/31,sys001_006_024,Server,,nic-07,10.0.23.81/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/12:0,10.0.23.82/31,sys001_006_025,Server,,nic-07,10.0.23.83/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/12:1,10.0.23.84/31,sys001_006_026,Server,,nic-07,10.0.23.85/31,Rack_27_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/13:0,10.0.23.86/31,sys001_006_027,Server,,nic-07,10.0.23.87/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/13:1,10.0.23.88/31,sys001_006_028,Server,,nic-07,10.0.23.89/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/14:0,10.0.23.90/31,sys001_006_029,Server,,nic-07,10.0.23.91/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/14:1,10.0.23.92/31,sys001_006_030,Server,,nic-07,10.0.23.93/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/15:0,10.0.23.94/31,sys001_006_031,Server,,nic-07,10.0.23.95/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/15:1,10.0.23.96/31,sys001_006_032,Server,,nic-07,10.0.23.97/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/16:0,10.0.23.98/31,sys001_006_033,Server,,nic-07,10.0.23.99/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/16:1,10.0.23.100/31,sys001_006_034,Server,,nic-07,10.0.23.101/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/17:0,10.0.23.102/31,sys001_006_035,Server,,nic-07,10.0.23.103/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/17:1,10.0.23.104/31,sys001_006_036,Server,,nic-07,10.0.23.105/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/18:0,10.0.23.106/31,sys001_006_037,Server,,nic-07,10.0.23.107/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/18:1,10.0.23.108/31,sys001_006_038,Server,,nic-07,10.0.23.109/31,Rack_28_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/19:0,10.0.23.110/31,sys001_006_039,Server,,nic-07,10.0.23.111/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/19:1,10.0.23.112/31,sys001_006_040,Server,,nic-07,10.0.23.113/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/20:0,10.0.23.114/31,sys001_006_041,Server,,nic-07,10.0.23.115/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/20:1,10.0.23.116/31,sys001_006_042,Server,,nic-07,10.0.23.117/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/21:0,10.0.23.118/31,sys001_006_043,Server,,nic-07,10.0.23.119/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/21:1,10.0.23.120/31,sys001_006_044,Server,,nic-07,10.0.23.121/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/22:0,10.0.23.122/31,sys001_006_045,Server,,nic-07,10.0.23.123/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/22:1,10.0.23.124/31,sys001_006_046,Server,,nic-07,10.0.23.125/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/23:0,10.0.23.126/31,sys001_006_047,Server,,nic-07,10.0.23.127/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/23:1,10.0.23.128/31,sys001_006_048,Server,,nic-07,10.0.23.129/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/24:0,10.0.23.130/31,sys001_006_049,Server,,nic-07,10.0.23.131/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/24:1,10.0.23.132/31,sys001_006_050,Server,,nic-07,10.0.23.133/31,Rack_29_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/25:0,10.0.23.134/31,sys001_006_051,Server,,nic-07,10.0.23.135/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/25:1,10.0.23.136/31,sys001_006_052,Server,,nic-07,10.0.23.137/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/26:0,10.0.23.138/31,sys001_006_053,Server,,nic-07,10.0.23.139/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/26:1,10.0.23.140/31,sys001_006_054,Server,,nic-07,10.0.23.141/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/27:0,10.0.23.142/31,sys001_006_055,Server,,nic-07,10.0.23.143/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/27:1,10.0.23.144/31,sys001_006_056,Server,,nic-07,10.0.23.145/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/28:0,10.0.23.146/31,sys001_006_057,Server,,nic-07,10.0.23.147/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/28:1,10.0.23.148/31,sys001_006_058,Server,,nic-07,10.0.23.149/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/29:0,10.0.23.150/31,sys001_006_059,Server,,nic-07,10.0.23.151/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/29:1,10.0.23.152/31,sys001_006_060,Server,,nic-07,10.0.23.153/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/30:0,10.0.23.154/31,sys001_006_061,Server,,nic-07,10.0.23.155/31,Rack_30_PoD_01
Leaf to Server,400G,leaf001_006_8,Leaf,,et-0/0/30:1,10.0.23.156/31,sys001_006_062,Server,,nic-07,10.0.23.157/31,Rack_30_PoD_01
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/31:0,10.0.23.158/31,spine001_001_01,Spine,,et-0/0/0:0,10.0.23.159/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/31:1,10.0.23.160/31,spine001_001_01,Spine,,et-0/0/0:1,10.0.23.161/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/32:0,10.0.23.162/31,spine001_001_02,Spine,,et-0/0/0:0,10.0.23.163/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/32:1,10.0.23.164/31,spine001_001_02,Spine,,et-0/0/0:1,10.0.23.165/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/33:0,10.0.23.166/31,spine001_001_03,Spine,,et-0/0/0:0,10.0.23.167/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/33:1,10.0.23.168/31,spine001_001_03,Spine,,et-0/0/0:1,10.0.23.169/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/34:0,10.0.23.170/31,spine001_001_04,Spine,,et-0/0/0:0,10.0.23.171/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/34:1,10.0.23.172/31,spine001_001_04,Spine,,et-0/0/0:1,10.0.23.173/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/35:0,10.0.23.174/31,spine001_001_05,Spine,,et-0/0/0:0,10.0.23.175/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/35:1,10.0.23.176/31,spine001_001_05,Spine,,et-0/0/0:1,10.0.23.177/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/36:0,10.0.23.178/31,spine001_001_06,Spine,,et-0/0/0:0,10.0.23.179/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/36:1,10.0.23.180/31,spine001_001_06,Spine,,et-0/0/0:1,10.0.23.181/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/37:0,10.0.23.182/31,spine001_001_07,Spine,,et-0/0/0:0,10.0.23.183/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/37:1,10.0.23.184/31,spine001_001_07,Spine,,et-0/0/0:1,10.0.23.185/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/38:0,10.0.23.186/31,spine001_001_08,Spine,,et-0/0/0:0,10.0.23.187/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/38:1,10.0.23.188/31,spine001_001_08,Spine,,et-0/0/0:1,10.0.23.189/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/39:0,10.0.23.190/31,spine001_001_09,Spine,,et-0/0/0:0,10.0.23.191/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/39:1,10.0.23.192/31,spine001_001_09,Spine,,et-0/0/0:1,10.0.23.193/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/40:0,10.0.23.194/31,spine001_001_10,Spine,,et-0/0/0:0,10.0.23.195/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/40:1,10.0.23.196/31,spine001_001_10,Spine,,et-0/0/0:1,10.0.23.197/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/41:0,10.0.23.198/31,spine001_001_11,Spine,,et-0/0/0:0,10.0.23.199/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/41:1,10.0.23.200/31,spine001_001_11,Spine,,et-0/0/0:1,10.0.23.201/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/42:0,10.0.23.202/31,spine001_001_12,Spine,,et-0/0/0:0,10.0.23.203/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/42:1,10.0.23.204/31,spine001_001_12,Spine,,et-0/0/0:1,10.0.23.205/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/43:0,10.0.23.206/31,spine001_001_13,Spine,,et-0/0/0:0,10.0.23.207/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/43:1,10.0.23.208/31,spine001_001_13,Spine,,et-0/0/0:1,10.0.23.209/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/44:0,10.0.23.210/31,spine001_001_14,Spine,,et-0/0/0:0,10.0.23.211/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/44:1,10.0.23.212/31,spine001_001_14,Spine,,et-0/0/0:1,10.0.23.213/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/45:0,10.0.23.214/31,spine001_001_15,Spine,,et-0/0/0:0,10.0.23.215/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/45:1,10.0.23.216/31,spine001_001_15,Spine,,et-0/0/0:1,10.0.23.217/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/46:0,10.0.23.218/31,spine001_001_16,Spine,,et-0/0/0:0,10.0.23.219/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/46:1,10.0.23.220/31,spine001_001_16,Spine,,et-0/0/0:1,10.0.23.221/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/47:0,10.0.23.222/31,spine001_001_17,Spine,,et-0/0/0:0,10.0.23.223/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/47:1,10.0.23.224/31,spine001_001_17,Spine,,et-0/0/0:1,10.0.23.225/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/48:0,10.0.23.226/31,spine001_001_18,Spine,,et-0/0/0:0,10.0.23.227/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/48:1,10.0.23.228/31,spine001_001_18,Spine,,et-0/0/0:1,10.0.23.229/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/49:0,10.0.23.230/31,spine001_001_19,Spine,,et-0/0/0:0,10.0.23.231/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/49:1,10.0.23.232/31,spine001_001_19,Spine,,et-0/0/0:1,10.0.23.233/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/50:0,10.0.23.234/31,spine001_001_20,Spine,,et-0/0/0:0,10.0.23.235/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/50:1,10.0.23.236/31,spine001_001_20,Spine,,et-0/0/0:1,10.0.23.237/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/51:0,10.0.23.238/31,spine001_001_21,Spine,,et-0/0/0:0,10.0.23.239/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/51:1,10.0.23.240/31,spine001_001_21,Spine,,et-0/0/0:1,10.0.23.241/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/52:0,10.0.23.242/31,spine001_001_22,Spine,,et-0/0/0:0,10.0.23.243/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/52:1,10.0.23.244/31,spine001_001_22,Spine,,et-0/0/0:1,10.0.23.245/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/53:0,10.0.23.246/31,spine001_001_23,Spine,,et-0/0/0:0,10.0.23.247/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/53:1,10.0.23.248/31,spine001_001_23,Spine,,et-0/0/0:1,10.0.23.249/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/54:0,10.0.23.250/31,spine001_001_24,Spine,,et-0/0/0:0,10.0.23.251/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/54:1,10.0.23.252/31,spine001_001_24,Spine,,et-0/0/0:1,10.0.23.253/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/55:0,10.0.24.2/31,spine001_001_25,Spine,,et-0/0/0:0,10.0.24.3/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/55:1,10.0.24.4/31,spine001_001_25,Spine,,et-0/0/0:1,10.0.24.5/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/56:0,10.0.24.6/31,spine001_001_26,Spine,,et-0/0/0:0,10.0.24.7/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/56:1,10.0.24.8/31,spine001_001_26,Spine,,et-0/0/0:1,10.0.24.9/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/57:0,10.0.24.10/31,spine001_001_27,Spine,,et-0/0/0:0,10.0.24.11/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/57:1,10.0.24.12/31,spine001_001_27,Spine,,et-0/0/0:1,10.0.24.13/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/58:0,10.0.24.14/31,spine001_001_28,Spine,,et-0/0/0:0,10.0.24.15/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/58:1,10.0.24.16/31,spine001_001_28,Spine,,et-0/0/0:1,10.0.24.17/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/59:0,10.0.24.18/31,spine001_001_29,Spine,,et-0/0/0:0,10.0.24.19/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/59:1,10.0.24.20/31,spine001_001_29,Spine,,et-0/0/0:1,10.0.24.21/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/60:0,10.0.24.22/31,spine001_001_30,Spine,,et-0/0/0:0,10.0.24.23/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/60:1,10.0.24.24/31,spine001_001_30,Spine,,et-0/0/0:1,10.0.24.25/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/61:0,10.0.24.26/31,spine001_001_31,Spine,,et-0/0/0:0,10.0.24.27/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/61:1,10.0.24.28/31,spine001_001_31,Spine,,et-0/0/0:1,10.0.24.29/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/62:0,10.0.24.30/31,spine001_001_32,Spine,,et-0/0/0:0,10.0.24.31/31,
Spine to Leaf,400G,leaf001_001_1,Leaf,,et-0/0/62:1,10.0.24.32/31,spine001_001_32,Spine,,et-0/0/0:1,10.0.24.33/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/31:0,10.0.24.34/31,spine001_001_01,Spine,,et-0/0/1:0,10.0.24.35/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/31:1,10.0.24.36/31,spine001_001_01,Spine,,et-0/0/1:1,10.0.24.37/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/32:0,10.0.24.38/31,spine001_001_02,Spine,,et-0/0/1:0,10.0.24.39/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/32:1,10.0.24.40/31,spine001_001_02,Spine,,et-0/0/1:1,10.0.24.41/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/33:0,10.0.24.42/31,spine001_001_03,Spine,,et-0/0/1:0,10.0.24.43/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/33:1,10.0.24.44/31,spine001_001_03,Spine,,et-0/0/1:1,10.0.24.45/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/34:0,10.0.24.46/31,spine001_001_04,Spine,,et-0/0/1:0,10.0.24.47/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/34:1,10.0.24.48/31,spine001_001_04,Spine,,et-0/0/1:1,10.0.24.49/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/35:0,10.0.24.50/31,spine001_001_05,Spine,,et-0/0/1:0,10.0.24.51/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/35:1,10.0.24.52/31,spine001_001_05,Spine,,et-0/0/1:1,10.0.24.53/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/36:0,10.0.24.54/31,spine001_001_06,Spine,,et-0/0/1:0,10.0.24.55/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/36:1,10.0.24.56/31,spine001_001_06,Spine,,et-0/0/1:1,10.0.24.57/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/37:0,10.0.24.58/31,spine001_001_07,Spine,,et-0/0/1:0,10.0.24.59/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/37:1,10.0.24.60/31,spine001_001_07,Spine,,et-0/0/1:1,10.0.24.61/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/38:0,10.0.24.62/31,spine001_001_08,Spine,,et-0/0/1:0,10.0.24.63/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/38:1,10.0.24.64/31,spine001_001_08,Spine,,et-0/0/1:1,10.0.24.65/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/39:0,10.0.24.66/31,spine001_001_09,Spine,,et-0/0/1:0,10.0.24.67/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/39:1,10.0.24.68/31,spine001_001_09,Spine,,et-0/0/1:1,10.0.24.69/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/40:0,10.0.24.70/31,spine001_001_10,Spine,,et-0/0/1:0,10.0.24.71/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/40:1,10.0.24.72/31,spine001_001_10,Spine,,et-0/0/1:1,10.0.24.73/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/41:0,10.0.24.74/31,spine001_001_11,Spine,,et-0/0/1:0,10.0.24.75/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/41:1,10.0.24.76/31,spine001_001_11,Spine,,et-0/0/1:1,10.0.24.77/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/42:0,10.0.24.78/31,spine001_001_12,Spine,,et-0/0/1:0,10.0.24.79/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/42:1,10.0.24.80/31,spine001_001_12,Spine,,et-0/0/1:1,10.0.24.81/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/43:0,10.0.24.82/31,spine001_001_13,Spine,,et-0/0/1:0,10.0.24.83/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/43:1,10.0.24.84/31,spine001_001_13,Spine,,et-0/0/1:1,10.0.24.85/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/44:0,10.0.24.86/31,spine001_001_14,Spine,,et-0/0/1:0,10.0.24.87/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/44:1,10.0.24.88/31,spine001_001_14,Spine,,et-0/0/1:1,10.0.24.89/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/45:0,10.0.24.90/31,spine001_001_15,Spine,,et-0/0/1:0,10.0.24.91/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/45:1,10.0.24.92/31,spine001_001_15,Spine,,et-0/0/1:1,10.0.24.93/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/46:0,10.0.24.94/31,spine001_001_16,Spine,,et-0/0/1:0,10.0.24.95/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/46:1,10.0.24.96/31,spine001_001_16,Spine,,et-0/0/1:1,10.0.24.97/31,
Spine to Leaf,400G,leaf001_002_1,Leaf,,et-0/0/47:0,10.0.24.98/31,spine001_001_17,Spine,,et-0/0/1:0,10.0.24.99/31,
